Alpha:,1,Beta:,10,m:,0.6
SubCat,13,14,15,11,17,24,23,22,19,20,21,18,16,12,10,28,55,26,25,27,9,8,36,6,35,34,30,32,31,29,33,7,5,40,41,38,39,37,4,2,46,51,52,53,45,50,49,42,47,43,54,44,48,3,1,
Frac Urbanized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Area,1.485,0.372,0.731,0.443,0.404,0.334,0.967,0.866,1.198,2.343,0.775,2.459,0.167,1.262,0.672,0.452,0.728,0.288,1.284,0.746,0.246,0.58,0.325,0.371,0.77,1.689,0.534,0.891,1.389,0.204,0.391,0.701,1.132,0.155,0.428,0.43,0.017,2.11,0.359,1.021,0.11,0.407,0.121,1.133,0.266,0.686,0.544,2.243,0.25,0.588,1.082,0.773,0.701,0.152,0.108,
Time (hours),Q_13,Q_14,Q_15,Q_11,Q_17,Q_24,Q_23,Q_22,Q_19,Q_20,Q_21,Q_18,Q_16,Q_12,Q_10,Q_28,Q_55,Q_26,Q_25,Q_27,Q_9,Q_8,Q_36,Q_6,Q_35,Q_34,Q_30,Q_32,Q_31,Q_29,Q_33,Q_7,Q_5,Q_40,Q_41,Q_38,Q_39,Q_37,Q_4,Q_2,Q_46,Q_51,Q_52,Q_53,Q_45,Q_50,Q_49,Q_42,Q_47,Q_43,Q_54,Q_44,Q_48,Q_3,Q_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.17,0,0,0,0,0,0.0001,0,0,0,0.0004,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.25,0,0,0,0,0,0.0013,0,0.0022,0.0001,0.0039,0,0,0.0002,0,0,0.0004,0,0.0012,0,0,0.0001,0,0,0,0.0001,0,0.0005,0.0003,0,0.0001,0,0.0001,0,0,0,0,0,0.0001,0,0,0.0001,0,0.0001,0.0002,0,0,0,0.0004,0,0.0002,0.0004,0,0,0,0,
0.33,0,0,0,0,0,0.0048,0,0.0165,0.0008,0.014,0,0,0.0007,0,0,0.0018,0,0.0044,0.0003,0,0.0002,0,0,0,0.0008,0,0.0021,0.0013,0,0.0004,0,0.0002,0,0,0.0001,0.0002,0.0001,0.0007,0,0,0.0004,0,0.0004,0.0008,0,0,0.0001,0.0017,0,0.0008,0.0018,0,0,0,0,
0.42,0,0.0001,0,0,0.0001,0.0146,0,0.0453,0.0031,0.0423,0,0,0.0022,0,0,0.0062,0.0005,0.0134,0.0011,0,0.0007,0,0,0.0002,0.003,0,0.0068,0.0043,0,0.0012,0,0.0008,0,0,0.0004,0.0007,0.0005,0.0027,0,0.0001,0.0014,0.0001,0.0013,0.0026,0,0,0.0002,0.0053,0,0.0025,0.006,0,0,0,0.0001,
